age,gender,race,police_dept,disposition,year,month,day,city,state,county,cause_of_death,criminal_charges,symptoms_of_mental_illness,lat,lng,state_name,id,estimate_households_total,estimate_households_total_less_than_10_000,estimate_households_total_10_000_to_14_999,estimate_households_total_15_000_to_24_999,estimate_households_total_25_000_to_34_999,estimate_households_total_35_000_to_49_999,estimate_households_total_50_000_to_74_999,estimate_households_total_75_000_to_99_999,estimate_households_total_100_000_to_149_999,estimate_households_total_150_000_to_199_999,estimate_households_total_200_000_or_more,estimate_households_median_income_dollars,estimate_households_mean_income_dollars,disparity_value,income_class
25,Male,Black,Cobb County Police Department,Pending investigation/No Known Charges,2018,4,17,Austell,GA,Cobb,Gunshot,No known charges,Drug or alcohol use,33.82,-84.645,Georgia,0500000US13067,286952,3.7,2.3,4.6,7.5,11.6,17.4,14.2,17,10,11.7,79601,108459,28858,Very High
39,Male,White,"Tishomingo Police Department, Johnston County Sheriff's Office",Pending investigation/No Known Charges,2018,4,17,Tishomingo,OK,Johnston,Gunshot,No known charges,No,34.2387,-96.6805,Oklahoma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,Male,White,"Cumberland County Sheriff's Office, Kentucky State Police, Burkesville Police Department",Pending investigation/No Known Charges,2018,4,17,Burkesville,KY,Cumberland,Gunshot,No known charges,No,36.7906,-85.3674,Kentucky,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,Male,Native American,U.S. Bureau of Indian Affairs,Pending investigation/No Known Charges,2018,4,15,Lodge Grass,MT,Big Horn,Gunshot,No known charges,Drug or alcohol use,45.3142,-107.3677,Montana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,Male,Black,Phoenix Police Department,Pending investigation/No Known Charges,2018,4,14,Phoenix,AZ,Maricopa,Gunshot,No known charges,No,33.5722,-112.0891,Arizona,0500000US04013,1611722,5,2.8,7.2,7.5,12.8,18.6,13.7,16.8,7.3,8.3,68649,92992,24343,High
44,Male,Hispanic,Phoenix Police Department,Pending investigation/No Known Charges,2018,4,14,Phoenix,AZ,Maricopa,Gunshot,No known charges,Drug or alcohol use,33.5722,-112.0891,Arizona,0500000US04013,1611722,5,2.8,7.2,7.5,12.8,18.6,13.7,16.8,7.3,8.3,68649,92992,24343,High
55,Male,Hispanic,Winslow Township Police Department,Justified by Attorney General,2018,4,14,Millville,NJ,Cumberland,Gunshot,No known charges,No,39.3903,-75.0561,New Jersey,0500000US34011,51360,7.5,4.9,9.4,9.2,10.6,21.9,10.8,16.8,4.5,4.3,54587,82821,28234,Very Low
32,Male,White,Carroll County Sheriff's Office,Pending investigation/No Known Charges,2018,4,14,Carrollton,GA,Carroll,Gunshot,No known charges,Drug or alcohol use,33.5817,-85.0837,Georgia,0500000US13045,42798,7,3.1,9.4,7.8,14.5,20.8,16.4,14.2,4.3,2.5,61133,69895,8762,Middle
34,Male,White,Waco Police Department,Pending investigation/No Known Charges,2018,4,13,Waco,TX,McLennan,Gunshot,No known charges,No,31.5598,-97.1881,Texas,0500000US48309,93021,8.8,6.4,9.5,9.1,15.4,16.3,11.5,13.6,4.1,5.3,50845,69956,19111,Very Low
24,Male,White,Anaheim Police Department,Pending investigation/No Known Charges,2018,4,13,Anaheim,CA,Orange,Gunshot,No known charges,Yes,33.839,-117.8572,California,0500000US06059,1044280,4.1,2.6,4.9,5.4,8.3,14.2,12.4,19.7,11.5,17,95934,127176,31242,Very High
31,Male,White,U.S. Marshals Service,Pending investigation/No Known Charges,2018,4,13,Welby,CO,Adams,Gunshot,No known charges,No,39.8403,-104.9655,Colorado,0500000US08001,171977,3.6,2.7,6.1,6.8,11.8,18.4,16.2,18.4,9.4,6.6,75804,91713,15909,Very High
30,Male,Black,Atlanta Police Department,Pending investigation/No Known Charges,2018,4,12,Atlanta,GA,Fulton,Gunshot,No known charges,Yes,33.7627,-84.4224,Georgia,0500000US13121,439578,6.3,3.4,6.7,6.3,10.2,14.4,11.3,16.1,9.1,16.2,80013,125680,45667,Very High
39,Male,Black,Helena-West Helena Police Department,Pending investigation/No Known Charges,2018,4,12,West Helena,AR,Phillips,Gunshot,No known charges,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,Male,Black,Pennsylvania State Police,Pending investigation/No Known Charges,2018,4,12,Washington,PA,Washington,Gunshot,No known charges,No,40.174,-80.2466,Pennsylvania,0500000US42125,86716,5.1,5.5,7,8.6,12.6,16.8,12.9,15.8,7.9,7.7,65431,88498,23067,High
NA,Male,Unknown race,Elbert County Sheriff's Office,Justified by District Attorney,2018,4,12,Kiowa,CO,Elbert,Taser,No known charges,No,39.3436,-104.458,Colorado,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Male,Unknown race,Trinidad Police Department,Pending investigation/No Known Charges,2018,4,12,Trinidad,CO,Las Animas,Gunshot,No known charges,No,37.175,-104.4908,Colorado,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,Male,White,Washington County Sheriff's Office,"Charged with manslaughter, Acquitted",2018,4,12,Lake Elmo,MN,Washington,Gunshot,"Charged, Acquitted",Yes,44.9944,-92.9031,Minnesota,0500000US27163,97059,3.1,1.8,4.4,4.4,7.5,14.5,13.9,23.3,12.5,14.6,100596,131166,30570,Very High
25,Male,Black,Gardena Police Department,Pending investigation/No Known Charges,2018,4,11,Gardena,CA,Los Angeles,Gunshot,No known charges,No,33.8944,-118.3073,California,0500000US06037,3328398,5.4,4.3,7.5,7.3,10.5,16.2,12.4,16.8,8.4,11.3,72797,104063,31266,High
71,Female,White,Winn Parish Sheriff's Office,Pending investigation/No Known Charges,2018,4,11,Natchitoches,LA,Natchitoches,Gunshot,No known charges,No,31.7317,-93.0979,Louisiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,Male,White,Alleghany County Sheriff's Office,Pending investigation/No Known Charges,2018,4,11,Sparta,NC,Alleghany,Gunshot,No known charges,No,36.5034,-81.1217,North Carolina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,Male,White,Winn Parish Sheriff's Office,Pending investigation/No Known Charges,2018,4,11,Natchitoches,LA,Natchitoches,Gunshot,No known charges,No,31.7317,-93.0979,Louisiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,Male,White,Genesee County Sheriff's Office,Pending investigation/No Known Charges,2018,4,11,Corfu,NY,Genesee,Gunshot,No known charges,No,42.9611,-78.4026,New York,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,Male,Black,Los Angeles Police Department,Pending investigation/No Known Charges,2018,4,10,Los Angeles,CA,Los Angeles,Gunshot,No known charges,Yes,34.1139,-118.4068,California,0500000US06037,3328398,5.4,4.3,7.5,7.3,10.5,16.2,12.4,16.8,8.4,11.3,72797,104063,31266,High
39,Male,Unknown race,Tucson Police Department,Pending investigation/No Known Charges,2018,4,10,Tucson,AZ,Pima,Gunshot,No known charges,No,32.1545,-110.8782,Arizona,0500000US04019,410404,6.9,4.3,9.7,10,14.5,17.4,13.1,13.8,5.2,5,56169,76892,20723,Low
44,Male,White,Billings Police Department,Pending investigation/No Known Charges,2018,4,10,Billings,MT,Yellowstone,Gunshot,No known charges,Unknown,45.7891,-108.5524,Montana,0500000US30111,69989,4.1,3.4,12.4,7.5,12.8,19.9,11.8,14.5,7.2,6.3,61186,88264,27078,Middle
28,Male,White,Royal Oak Police Department,Pending investigation/No Known Charges,2018,4,10,Royal Oak,MI,Oakland,Gunshot,No known charges,No,42.5084,-83.1539,Michigan,0500000US26125,508464,3.8,3.2,6.3,7.1,9.7,15.9,13.8,17.9,9.7,12.7,81190,111724,30534,Very High
27,Female,Hispanic,U.S. Border Patrol,Charged with murder,2018,4,9,Laredo,TX,Webb,Other,Charged with a crime,No,27.5629,-99.4875,Texas,0500000US48479,76326,6.8,5.9,12.4,9.2,11.2,17.4,14.6,14.7,3.1,4.6,56084,71396,15312,Low
1,Male,Hispanic,U.S. Border Patrol,Charged with murder,2018,4,9,Laredo,TX,Webb,Other,Charged with a crime,No,27.5629,-99.4875,Texas,0500000US48479,76326,6.8,5.9,12.4,9.2,11.2,17.4,14.6,14.7,3.1,4.6,56084,71396,15312,Low
23,Male,Pacific Islander,Troy Police Department,Pending investigation/No Known Charges,2018,4,9,Troy,MI,Oakland,"Gunshot, Taser",No known charges,No,42.5818,-83.1457,Michigan,0500000US26125,508464,3.8,3.2,6.3,7.1,9.7,15.9,13.8,17.9,9.7,12.7,81190,111724,30534,Very High
29,Male,White,Los Angeles Police Department,Pending investigation/No Known Charges,2018,4,9,Los Angeles,CA,Los Angeles,Gunshot,No known charges,No,34.1139,-118.4068,California,0500000US06037,3328398,5.4,4.3,7.5,7.3,10.5,16.2,12.4,16.8,8.4,11.3,72797,104063,31266,High
29,Male,White,Billings Police Department,Pending investigation/No Known Charges,2018,4,9,Billings,MT,Yellowstone,"Gunshot, Taser",No known charges,No,45.7891,-108.5524,Montana,0500000US30111,69989,4.1,3.4,12.4,7.5,12.8,19.9,11.8,14.5,7.2,6.3,61186,88264,27078,Middle
34,Male,White,"Oklahoma Highway Patrol, Delaware County Sheriff's Office",Pending investigation/No Known Charges,2018,4,9,Oaks,OK,Delaware,Gunshot,No known charges,No,36.1695,-94.8526,Oklahoma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,Male,Black,Danville Police Department,Pending investigation/No Known Charges,2018,4,8,Danville,VA,Danville City,Gunshot,No known charges,No,36.5831,-79.4087,Virginia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,Male,Black,West Valley Police Department,Pending investigation/No Known Charges,2018,4,8,West Valley City,UT,Salt Lake,Gunshot,No known charges,No,40.6889,-112.0115,Utah,0500000US49035,384692,3.9,2.6,5.4,6.1,10,18.6,15.7,19.5,9.7,8.4,80119,101876,21757,Very High
24,Male,Hispanic,Cathedral City Police Department,Pending investigation/No Known Charges,2018,4,8,Cathedral City,CA,Riverside,Gunshot,No known charges,No,33.8363,-116.4642,California,0500000US06065,734948,5,3.7,7.2,6.9,11,17.2,13.5,18.4,8.6,8.4,73260,95564,22304,High
45,Male,White,Louisville Metro Police Department,Pending investigation/No Known Charges,2018,4,8,Louisville,KY,Jefferson,Gunshot,No known charges,Drug or alcohol use,38.1663,-85.6485,Kentucky,0500000US21111,316174,6.4,4.1,9.3,9.7,13.3,19.1,13,13.6,5.8,5.7,59049,81043,21994,Low
33,Male,White,Butte County Sheriff's Office,Pending investigation/No Known Charges,2018,4,7,Oroville,CA,Butte,Gunshot,No known charges,No,39.4999,-121.5634,California,0500000US06007,77651,6.2,5.7,9.1,10.5,10.3,16.7,13.6,14,5.2,8.7,62563,91685,29122,Middle
48,Male,White,Portland Police Bureau,Pending investigation/No Known Charges,2018,4,7,Portland,OR,Multnomah,Gunshot,No known charges,Yes,45.5372,-122.65,Oregon,0500000US41051,337903,5.9,3.5,6.5,6.5,11.4,17.3,12.4,18,8.5,10,72900,99033,26133,High
26,Male,Unknown race,Yuba County Sheriff's Department,Pending investigation/No Known Charges,2018,4,6,Marysville,CA,Yuba,Gunshot,No known charges,Drug or alcohol use,39.1518,-121.5835,California,0500000US06115,26827,10.4,4.1,6.5,7.9,12.7,21.1,11.4,14.6,5.9,5.5,58765,74158,15393,Low
23,Male,White,Searcy County Sheriff's Office,Pending investigation/No Known Charges,2018,4,6,Marshall,AR,Searcy,Gunshot,No known charges,No,35.9083,-92.6459,Arkansas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,Male,Asian,Fremont Police Department,Pending investigation/No Known Charges,2018,4,5,Fremont,CA,Alameda,Gunshot,No known charges,No,37.5265,-121.9852,California,0500000US06001,585632,4.2,3.4,4.9,4.8,6.4,11.6,10.7,19,12.8,22.2,108322,141427,33105,Very High
26,Male,Black,Barstow Police Department,Pending investigation/No Known Charges,2018,4,5,Barstow,CA,San Bernardino,Gunshot,No known charges,No,34.8661,-117.0472,California,0500000US06071,644758,4.9,3.8,7.3,8.7,12,17.5,14.7,17.4,7.5,6.2,67903,86334,18431,High
22,Male,Hispanic,Las Vegas Metropolitan Police Department,Pending investigation/No Known Charges,2018,4,5,Las Vegas,NV,Clark,Gunshot,No known charges,Yes,36.2333,-115.2654,Nevada,0500000US32003,813607,6.6,3.8,7.7,8.3,13.2,19,13.6,15.3,6,6.5,62107,85925,23818,Middle
56,Male,Hispanic,South Bend Police Department,Pending investigation/No Known Charges,2018,4,5,South Bend,IN,St. Joseph,Gunshot,No known charges,No,41.6767,-86.2696,Indiana,0500000US18141,105250,8.1,4.8,9.7,9.9,13.6,19.6,11.6,14.3,4.6,3.7,53456,74003,20547,Very Low
50,Female,Unknown race,U.S. Park Police,Murder/suicide,2018,4,5,Indian Head,MD,Charles,Gunshot,No known charges,No,38.5987,-77.1556,Maryland,0500000US24017,57732,3,1.3,2.4,3.8,8,14.2,13.6,26.2,13.7,13.9,103932,124336,20404,Very High
40,Male,White,"New Wilmington Borough Police Department, Pennsylvania State Police",Pending investigation/No Known Charges,2018,4,5,Volant,PA,Lawrence,Gunshot,No known charges,No,41.1132,-80.2589,Pennsylvania,0500000US42073,37282,7.3,5.5,9.5,13.4,13.8,17.3,14.2,11.5,4.3,3.3,50547,68125,17578,Very Low
59,Male,White,Harrison County Sheriff's Office,Pending investigation/No Known Charges,2018,4,5,Reynoldsville,WV,Harrison,Gunshot,No known charges,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,Male,White,Greece Police Department,Pending investigation/No Known Charges,2018,4,5,Rochester,NY,Monroe,Gunshot,No known charges,No,43.168,-77.6162,New York,0500000US36055,305284,5.7,4.3,9.4,9.1,12.1,17.3,13.1,15.8,7,6.2,62103,84666,22563,Middle
56,Male,Black,Michigan State Police,Pending investigation/No Known Charges,2018,4,4,Detroit,MI,Wayne,Gunshot,No known charges,No,42.3834,-83.1024,Michigan,0500000US26163,689270,10,5.1,10.3,10.5,13.3,18.2,10.9,12.2,4.9,4.6,50753,70465,19712,Very Low
NA,Male,Black,Okmulgee Police Department,Pending investigation/No Known Charges,2018,4,4,Okmulgee,OK,Okmulgee,Gunshot,No known charges,Yes,35.6136,-96.0069,Oklahoma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,Male,Black,New York Police Department,Pending investigation/No Known Charges,2018,4,4,Brooklyn,NY,Kings,Gunshot,No known charges,Yes,40.6501,-73.9496,New York,0500000US36047,978091,7.9,5.6,8.7,7.6,9.9,14.6,11.3,14.8,8.2,11.4,66937,99472,32535,High
70,Male,Unknown race,Pike County Sheriff's Office,Pending investigation/No Known Charges,2018,4,4,Molena,GA,Pike,Gunshot,No known charges,No,33.0122,-84.5005,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,Female,White,Phoenix Police Department,Pending investigation/No Known Charges,2018,4,4,Phoenix,AZ,Maricopa,Gunshot,No known charges,Unknown,33.5722,-112.0891,Arizona,0500000US04013,1611722,5,2.8,7.2,7.5,12.8,18.6,13.7,16.8,7.3,8.3,68649,92992,24343,High
30,Male,White,Mesa Police Department,Pending investigation/No Known Charges,2018,4,4,Mesa,AZ,Maricopa,Gunshot,No known charges,No,33.4017,-111.718,Arizona,0500000US04013,1611722,5,2.8,7.2,7.5,12.8,18.6,13.7,16.8,7.3,8.3,68649,92992,24343,High
34,Male,White,Corpus Christi Police Department,Pending investigation/No Known Charges,2018,4,4,Corpus Christi,TX,Nueces,Gunshot,No known charges,No,27.726,-97.3755,Texas,0500000US48355,131194,6.2,6.9,10.1,9.4,11.6,16,13.4,16.7,5.6,4.1,56789,73358,16569,Low
36,Male,White,Federal Way Police Department,Pending investigation/No Known Charges,2018,4,4,Federal Way,WA,King,Gunshot,No known charges,No,47.3091,-122.3358,Washington,0500000US53033,907761,4.1,2.3,4.6,4.9,7.9,13.4,11,19.3,11.6,21,102594,139525,36931,Very High
24,Male,Hispanic,Petaluma Police Department,Pending investigation/No Known Charges,2018,4,3,Petaluma,CA,Sonoma,Gunshot,No known charges,No,38.2423,-122.6267,California,0500000US06097,190689,2.9,2.7,4.2,6.5,9.3,16.1,15.6,18.8,10.7,13.3,87828,117426,29598,Very High
49,Male,White,Huntsville Police Department,Charged with murder,2018,4,3,Huntsville,AL,Madison,Gunshot,Charged with a crime,Yes,34.6988,-86.6412,Alabama,0500000US01089,155878,5.2,4.4,8.9,8.8,11.7,14.5,12.4,17.5,9.2,7.3,67930,88904,20974,High
34,Male,Black,Jackson Police Department,Pending investigation/No Known Charges,2018,4,1,Wyoming,MI,Kent,Gunshot,No known charges,Yes,42.8909,-85.7066,Michigan,0500000US26081,245437,4.3,3.4,8,8.1,13.1,19.3,14.6,17.1,6.1,6.1,66532,87827,21295,High
41,Male,Black,Tampa Police Department,Pending investigation/No Known Charges,2018,4,1,Tampa,FL,Hillsborough,Gunshot,No known charges,No,27.9942,-82.4451,Florida,0500000US12057,541584,7,3.4,7.9,9.3,12.9,19.3,12.2,14.7,5.5,7.7,61154,84812,23658,Middle
41,Male,Black,Greenville Police Department,Pending investigation/No Known Charges,2018,4,1,Greenville,NC,Pitt,Gunshot,No known charges,No,35.5956,-77.3768,North Carolina,0500000US37147,70926,8.5,5.4,10.7,8.5,13,21.1,11.1,13.2,4,4.4,53401,72458,19057,Very Low
60,Male,Black,Vernon Parish Sheriff's Office,Pending investigation/No Known Charges,2018,4,1,New Llano,LA,Vernon,Gunshot,No known charges,No,31.097,-93.2767,Louisiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,Male,Hispanic,Cameron County Sheriff's Office,Pending investigation/No Known Charges,2018,4,1,Brownsville,TX,Cameron,Gunshot,No known charges,Yes,25.998,-97.4565,Texas,0500000US48061,129307,9.3,8.2,13.9,13.1,12.7,15.8,10.7,11.2,2.6,2.7,41123,57625,16502,Very Low
33,Male,Hispanic,Bexar County Sheriff's Office,Pending investigation/No Known Charges,2018,4,1,San Antonio,TX,Bexar,Gunshot,No known charges,No,29.4658,-98.5253,Texas,0500000US48029,646352,6.6,3.9,9.1,9.5,13.1,19.7,12.8,14.1,6,5.3,58964,79424,20460,Low
24,Male,White,St. Tammany Parish Sheriff's Office,Pending investigation/No Known Charges,2018,4,1,Covington,LA,St. Tammany,Gunshot,No known charges,No,30.4808,-90.1122,Louisiana,0500000US22103,94988,4.9,4.3,7.7,8,11.9,17.1,14.7,16.5,6.8,8.1,69076,88518,19442,High
NA,Male,White,Belton Police Department,Pending investigation/No Known Charges,2018,4,1,Belton,MO,Cass,Gunshot,No known charges,Drug or alcohol use,38.8193,-94.5334,Missouri,0500000US29037,40544,1.5,5.6,8.8,5.4,11.3,18.2,16.3,19.5,7.6,5.7,72819,89307,16488,High
21,Male,Hispanic,Reno Police Department,Pending investigation/No Known Charges,2018,3,31,Reno,NV,Washoe,Gunshot,No known charges,No,39.5497,-119.8483,Nevada,0500000US32031,191091,4.2,3.7,8.2,6.8,11,17.7,14.8,18.8,7,7.8,71881,97948,26067,High
58,Male,Native American,Phoenix Police Department,Pending investigation/No Known Charges,2018,3,31,Phoenix,AZ,Maricopa,Gunshot,No known charges,No,33.5722,-112.0891,Arizona,0500000US04013,1611722,5,2.8,7.2,7.5,12.8,18.6,13.7,16.8,7.3,8.3,68649,92992,24343,High
27,Male,White,Guthrie Police Department,Pending investigation/No Known Charges,2018,3,31,Guthrie,OK,Logan,Gunshot,No known charges,No,35.8428,-97.4357,Oklahoma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,Male,Black,Winston-Salem Police Department,Pending investigation/No Known Charges,2018,3,30,Winston-Salem,NC,Forsyth,Gunshot,No known charges,No,36.1029,-80.2611,North Carolina,0500000US37067,148151,7.7,4.4,12,10.9,13.1,17.4,12.5,11.9,4.9,5.2,52017,74136,22119,Very Low
42,Male,White,Merced County Sheriff's Office,Pending investigation/No Known Charges,2018,3,30,Atwater,CA,Merced,Gunshot,No known charges,No,37.3543,-120.5981,California,0500000US06047,80645,3.4,4.5,9.5,8.8,14.9,20,13.6,14,5.9,5.4,61167,79523,18356,Middle
19,Male,Black,U.S. Department of Housing and Urban Development,Pending investigation/No Known Charges,2018,3,29,Zion,IL,Lake,Gunshot,No known charges,No,42.4598,-87.8509,Illinois,0500000US17097,247661,3.7,2.5,5.3,5.3,10,14.3,12.4,18.3,11,17.2,92511,129550,37039,Very High
39,Male,Black,South Charleston Police Department,Pending investigation/No Known Charges,2018,3,29,Charleston,WV,Kanawha,Gunshot,No known charges,Yes,38.3484,-81.6323,West Virginia,0500000US54039,78384,11.4,5,10.5,9.6,15.5,17.6,10.9,11.7,4,3.9,47759,66290,18531,Very Low
39,Male,White,Las Vegas Metropolitan Police Department,Pending investigation/No Known Charges,2018,3,29,Las Vegas,NV,Clark,"Gunshot, Taser",No known charges,No,36.2333,-115.2654,Nevada,0500000US32003,813607,6.6,3.8,7.7,8.3,13.2,19,13.6,15.3,6,6.5,62107,85925,23818,Middle
44,Male,White,Pasadena Police Department,Pending investigation/No Known Charges,2018,3,29,Pasadena,TX,Harris,Gunshot,No known charges,Yes,29.6583,-95.1499,Texas,0500000US48201,1647384,6.1,3.4,8.8,9.2,12.7,18.1,12,14.1,6.8,8.9,61618,92488,30870,Middle
34,Male,White,"U.S. Marshal's Service, Montgomery County Sheriff's Office",Pending investigation/No Known Charges,2018,3,29,Clarksville,TN,Montgomery,Gunshot,No known charges,No,36.5695,-87.342,Tennessee,0500000US47125,76974,5,4.1,6.2,10.8,18.3,19.7,12.6,15.1,5.4,2.7,56948,71883,14935,Low
44,Male,Unknown race,Sonoma County Sheriff's Department,Pending investigation/No Known Charges,2018,3,28,Sonoma,CA,Sonoma,Taser,No known charges,Yes,38.2902,-122.4598,California,0500000US06097,190689,2.9,2.7,4.2,6.5,9.3,16.1,15.6,18.8,10.7,13.3,87828,117426,29598,Very High
26,Male,White,Pennsylvania State Police,Pending investigation/No Known Charges,2018,3,28,Allentown,PA,Lehigh,Gunshot,No known charges,No,40.5961,-75.4756,Pennsylvania,0500000US42077,137847,4.6,3.8,8.6,8.1,13.5,17.4,13.3,17,7.2,6.4,65667,86780,21113,High
29,Male,White,Lexington County Sheriff's Office,Pending investigation/No Known Charges,2018,3,28,West Columbia,SC,Lexington,Gunshot,No known charges,Yes,33.9931,-81.0932,South Carolina,0500000US45063,118193,4.9,4.1,9.6,8.5,13.7,16.8,14.1,15,6.9,6.4,61631,83728,22097,Middle
31,Male,White,Stillwater Police Department,Pending investigation/No Known Charges,2018,3,28,Stillwater,OK,Payne,Gunshot,No known charges,Yes,36.1316,-97.074,Oklahoma,0500000US40119,31788,13.9,5,13.9,10.1,16.4,14.2,12,8.4,2.5,3.4,41272,57813,16541,Very Low
51,Male,White,"Hardin County Sheriff's Department, Radcliff Police Department, Kentucky State Police",Pending investigation/No Known Charges,2018,3,28,Elizabethtown,KY,Hardin,Gunshot,No known charges,No,37.703,-85.877,Kentucky,0500000US21093,42644,5.4,2.1,9.8,8.8,17.6,21.3,11.5,16.8,3.2,3.6,57463,72907,15444,Low
61,Male,White,Surprise Police Department,Pending investigation/No Known Charges,2018,3,28,Surprise,AZ,Maricopa,Gunshot,No known charges,Unknown,33.68,-112.4524,Arizona,0500000US04013,1611722,5,2.8,7.2,7.5,12.8,18.6,13.7,16.8,7.3,8.3,68649,92992,24343,High
64,Male,White,Alabama Law Enforcement Agency,Pending investigation/No Known Charges,2018,3,28,Sylacauga,AL,Talladega,Gunshot,No known charges,No,33.1778,-86.2606,Alabama,0500000US01121,30602,9.7,6.8,13.5,12.2,7.7,16.4,13.5,14.3,3.6,2.4,50147,62758,12611,Very Low
41,Male,Black,Sanford Police Department,Pending investigation/No Known Charges,2018,3,27,Sanford,NC,Lee,Gunshot,No known charges,No,35.4874,-79.1772,North Carolina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
